@relation cleaned_data

@attribute Instance_number numeric
@attribute price numeric
@attribute retail_price numeric
@attribute units_sold numeric
@attribute uses_ad_boosts numeric
@attribute rating numeric
@attribute rating_count numeric
@attribute rating_five_count numeric
@attribute rating_four_count numeric
@attribute rating_three_count numeric
@attribute rating_two_count numeric
@attribute rating_one_count numeric
@attribute badges_count numeric
@attribute badge_local_product numeric
@attribute badge_product_quality numeric
@attribute badge_fast_shipping numeric
@attribute product_variation_size_id numeric
@attribute product_variation_inventory numeric
@attribute shipping_option_price numeric
@attribute shipping_is_express numeric
@attribute countries_shipped_to numeric
@attribute inventory_total numeric
@attribute merchant_rating_count numeric
@attribute merchant_rating numeric
@attribute merchant_has_profile_picture numeric
@attribute pink numeric
@attribute green numeric
@attribute black numeric
@attribute yellow numeric
@attribute brown numeric
@attribute grey numeric
@attribute red numeric
@attribute beige numeric
@attribute orange numeric
@attribute gray numeric
@attribute white numeric
@attribute blue numeric
@attribute purple numeric
@attribute multicolor numeric

@data
131,6.6,22,5000,0,4.04,548,305,87,78,29,49,0,0,0,0,2,21,2,0,55,50,7076,3.968061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
132,12.1,50,5000,0,3.45,869,305,164,155,107,138,0,0,0,0,3,50,2,0,43,50,36361,3.96752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,6.6,10,10000,0,4.06,1496,794,291,215,92,104,0,0,0,0,2,50,2,0,25,50,2359,4.188215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,12.1,10,20000,0,4.32,3648,2418,548,327,126,229,1,0,1,0,5,1,2,0,39,1,4448,4.292266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,14.3,26,100,0,4.06,113,65,16,15,8,9,0,0,0,0,8,50,3,0,35,50,3682,4.463064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,4.224,4,1000,0,3.18,55,19,7,10,3,16,0,0,0,0,2,50,1,0,36,50,791,4.318584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
137,6.314,5,10000,1,3.61,2366,981,434,368,220,363,0,0,0,0,3,1,1,0,50,50,59903,4.153665,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,2.926,9,100,0,5,1,1,0,0,0,0,0,0,0,0,8,50,1,0,63,50,54773,4.43777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,5.5,41,100,1,3.67,6,4,0,0,0,2,0,0,0,0,1,1,2,0,43,50,15348,4.013813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
140,1.881,2,50,1,4.67,3,2,1,0,0,0,0,0,0,0,1,2,1,0,31,50,3762,3.797448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
141,17.6,108,10000,1,4.25,1524,905,313,169,63,74,1,0,1,0,4,50,4,0,40,50,90105,4.201298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,15.4,86,1000,0,4.08,546,302,108,58,35,43,0,0,0,0,2,50,3,0,17,50,62240,4.265472,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,9.9,59,100,0,3.69,29,12,5,6,3,3,0,0,0,0,2,50,3,0,42,50,3300,4.024242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,7.7,13,1000,1,3.74,54,25,8,10,4,7,0,0,0,0,2,50,2,0,41,50,36913,3.949422,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,9.9,8,1000,1,3.72,489,204,100,84,44,57,0,0,0,0,8,5,3,0,38,50,40245,3.99759,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146,6.347,5,10000,0,3.85,2892,1352,574,443,227,296,0,0,0,0,2,50,2,0,43,50,19735,3.97507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,5.5,25,10000,1,4.19,494,300,80,52,34,28,0,0,0,0,1,35,2,0,43,50,4524,3.865385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,9.9,33,5000,0,3.81,719,356,111,103,59,90,0,0,0,0,2,50,3,0,45,50,139788,4.166509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149,5.5,10,100,0,4.08,12,7,2,1,1,1,0,0,0,0,8,1,2,0,40,50,4150,4.252289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150,2.2,4,100,1,3.1,30,8,7,3,4,8,0,0,0,0,8,1,1,0,40,50,71,3.422535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4.015,4,20000,1,3.93,4215,2184,717,605,271,438,0,0,0,0,8,50,1,0,81,50,4570,4.196499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152,12.1,106,20000,1,3.92,10150,4974,2091,1409,655,1021,1,0,0,1,2,12,3,0,45,50,25093,4.068665,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153,15.4,12,1000,1,4.04,481,267,86,60,18,50,0,0,0,0,3,50,4,0,41,50,26473,3.894761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,7.7,6,100,1,3.67,18,7,3,5,1,2,0,0,0,0,3,44,2,0,23,50,12309,4.04517,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155,9.9,8,5000,1,4.08,1052,572,221,123,46,90,0,0,0,0,2,50,3,0,33,50,16013,4.108849,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
156,6.215,5,20000,0,4.29,2996,1781,628,374,104,109,1,0,1,0,2,50,2,0,43,50,40943,4.017488,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
157,8.8,30,10000,1,4.18,1352,777,274,155,55,91,0,0,0,0,2,50,2,0,33,50,25356,3.902548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,8.8,7,1000,0,3.98,234,126,43,27,10,28,0,0,0,0,1,3,3,0,27,50,47356,4.056888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,12.1,10,100,0,3.55,89,37,17,10,8,17,0,0,0,0,1,17,3,0,32,50,88,3.556818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
160,14.3,11,100,0,4.35,26,18,4,1,1,2,1,0,1,0,1,50,3,0,139,50,21,4.047619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,8.8,65,100,0,3.97,29,18,1,5,1,4,0,0,0,0,2,1,2,0,33,50,239,3.882845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,8.8,9,10000,0,3.95,903,475,148,135,50,95,0,0,0,0,2,11,2,0,39,50,24564,3.92888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
163,9.9,50,5000,0,3.6,985,388,198,168,77,154,0,0,0,0,2,50,3,0,43,50,7889,3.995056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,6.6,6,1000,0,4.18,352,211,59,40,17,25,0,0,0,0,1,5,2,0,37,50,17738,3.9359,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,8.8,122,5000,1,4,1355,716,272,155,75,137,1,1,0,0,2,1,2,0,34,50,3532,4.199604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6.446,11,1000,0,4.28,512,310,108,46,25,23,1,0,1,0,8,50,2,0,29,50,904,4.264381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167,7.7,26,100,0,2.9,10,4,0,0,3,3,0,0,0,0,2,50,2,0,33,50,32,3.1875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
168,12.1,10,1000,1,3.35,85,27,16,17,10,15,0,0,0,0,2,50,2,0,33,50,3668,3.895038,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
169,9.9,43,1000,0,4.74,47,40,3,3,1,0,0,0,0,0,2,50,3,0,41,50,4773,4.002933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,9.9,36,20000,0,4.09,4345,2341,878,607,230,289,0,0,0,0,2,50,3,0,42,50,49327,4.168346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,12.1,11,5000,1,3.59,1329,515,265,238,115,196,0,0,0,0,3,50,2,0,44,50,246312,4.203725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,7.7,43,1000,1,3.36,130,54,14,20,9,33,0,0,0,0,1,3,2,0,42,50,6731,3.984995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,8.8,17,1000,1,3.93,426,216,77,60,34,39,0,0,0,0,3,50,2,0,41,50,5807,3.984157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
174,8.8,7,10000,1,3.93,1670,823,340,250,89,168,0,0,0,0,3,50,3,0,30,50,66644,4.137582,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
175,6.6,140,1000,0,4.09,538,299,105,63,25,46,0,0,0,0,1,44,2,0,18,50,2464,4.03125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
176,12.1,10,100,0,3.96,98,46,24,14,6,8,0,0,0,0,3,50,2,0,42,50,5070,4.276726,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,7.7,49,1000,0,3.99,194,98,41,25,15,15,0,0,0,0,2,50,2,0,40,50,2946,4.316022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178,14.3,34,100,0,3.74,54,23,14,5,4,8,0,0,0,0,1,50,3,0,41,50,4080,3.98799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,15.4,50,100,1,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,2,8,3,0,43,50,22711,3.872044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,8.8,7,1000,1,3.93,54,27,12,6,2,7,0,0,0,0,2,19,2,0,28,50,88193,4.080891,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,8.8,7,10000,0,3.84,1958,889,427,291,144,207,0,0,0,0,2,50,2,0,25,50,61895,4.268002,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,15.4,25,100,1,3.8,50,23,9,8,5,5,0,0,0,0,1,2,4,0,39,50,230,3.908696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,19.8,59,10,0,2.67,6,1,0,3,0,2,0,0,0,0,2,50,5,0,34,50,2038,4.501472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,17.6,59,1000,1,3.5,222,81,44,42,14,41,0,0,0,0,8,50,4,0,43,50,3743,3.897141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,12.1,10,5000,0,3.34,1897,669,302,328,196,402,0,0,0,0,1,3,3,0,30,50,5660,3.958304,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,15.4,12,100,0,2.7,20,6,1,3,1,9,0,0,0,0,8,14,3,0,27,50,1643,3.922702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,8.8,9,100,1,4.08,61,38,6,8,2,7,0,0,0,0,3,2,3,0,39,50,1585,4.076972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,6.6,142,10000,1,3.78,1941,912,349,288,131,261,0,0,0,0,2,20,2,0,41,50,31559,4.12342,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
189,8.8,30,20000,0,3.61,5756,2107,1226,1189,553,681,0,0,0,0,2,50,2,0,42,50,73701,4.105127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,8.8,7,1000,0,3.97,200,102,35,35,11,17,0,0,0,0,2,50,3,0,14,50,5175,3.870918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
191,5.5,6,5000,0,4.07,824,441,165,112,43,63,0,0,0,0,2,50,1,0,41,50,32778,4.048356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
192,12.1,75,1000,1,3.43,70,28,12,8,6,16,0,0,0,0,8,50,3,0,25,50,104,3.682692,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
193,6.259,5,5000,0,3.61,437,183,80,63,42,69,0,0,0,0,3,50,2,0,39,50,2114,4.227531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,15.4,43,1000,1,4.05,167,93,32,18,5,19,0,0,0,0,2,50,3,0,43,50,22711,3.872044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,8.8,7,1000,0,3.5,558,204,110,99,49,96,0,0,0,0,1,4,2,0,139,50,8352,4.216954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,7.7,6,10000,1,3.84,1978,951,368,285,144,230,0,0,0,0,1,10,2,0,20,50,7069,4.055029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
197,17.6,14,20000,0,4.27,2859,1736,573,281,111,158,1,0,1,0,3,50,5,0,10,50,18910,4.387414,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,12.1,84,100,0,3.46,56,23,9,8,3,13,0,0,0,0,3,50,3,0,40,50,90105,4.201298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,7.7,50,5000,0,4.02,1046,545,200,161,59,81,0,0,0,0,2,50,2,0,43,50,36361,3.96752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
200,6.413,5,10000,1,4.22,2055,1162,488,212,83,110,0,0,0,0,2,1,1,0,35,50,126370,4.146957,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
201,12.1,88,5000,0,4.1,1514,819,323,188,71,113,0,0,0,0,2,25,3,0,35,50,35751,4.022153,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202,1.826,2,100,1,3.75,20,8,5,4,0,3,0,0,0,0,1,2,1,0,26,50,247,3.94332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
203,4.213,4,10000,0,3.64,1773,768,309,275,140,281,0,0,0,0,1,50,1,0,48,50,32168,3.884544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
204,3.08,3,100,1,3.17,6,1,1,3,0,1,0,0,0,0,1,10,1,0,44,50,4595,4.258107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
205,2.2,7,5000,0,3.91,239,118,42,38,22,19,0,0,0,0,8,50,1,0,40,50,591,4.099831,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,12.1,84,100,0,3.65,31,12,4,8,6,1,0,0,0,0,3,50,2,0,34,50,5311,4.034645,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,6.6,17,5000,1,3.9,813,387,168,120,65,73,0,0,0,0,1,50,2,0,38,50,22765,4.238173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,4.059,4,1000,0,3.64,212,95,33,32,16,36,0,0,0,0,1,5,1,0,24,50,1559,4.039128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
209,7.7,33,50,0,3,2,0,1,0,1,0,0,0,0,0,2,50,2,0,41,50,25222,4.001546,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,9.9,8,5000,1,4.03,889,464,178,126,52,69,0,0,0,0,4,50,3,0,33,50,16013,4.108849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8.8,10,50,1,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,1,50,3,0,41,50,21485,4.146242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,6.369,30,1000,1,3.41,212,73,49,23,25,42,0,0,0,0,1,50,2,0,118,50,21012,4.189844,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
213,8.8,7,100,1,3,11,3,1,3,1,3,0,0,0,0,2,50,2,0,35,50,5768,4.484397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
214,13.2,11,1000,1,3.85,398,188,75,64,29,42,0,0,0,0,2,50,3,0,58,50,3727,3.863697,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
215,14.3,19,1000,1,3.76,151,70,31,16,12,22,0,0,0,0,2,50,3,0,12,50,171,3.94152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
216,12.1,43,10000,0,3.28,2521,723,505,513,315,465,0,0,0,0,3,50,3,0,35,50,15502,4.115275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,8.8,92,100,0,3.56,16,6,5,0,2,3,0,0,0,0,2,50,2,0,55,50,7076,3.968061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,4.257,4,1000,0,3.34,94,33,13,19,11,18,0,0,0,0,1,1,1,0,22,50,3117,4.127366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
219,6.446,5,100,1,4.55,76,57,9,7,1,2,0,0,0,0,8,1,2,0,23,50,96,4.364583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
220,6.6,13,1000,0,3.26,255,87,36,44,32,56,0,0,0,0,2,50,2,0,43,50,3161,4.181588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
221,9.9,8,10000,1,4.06,1642,894,303,224,92,129,0,0,0,0,3,28,3,0,23,50,12309,4.04517,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
222,7.7,6,10000,0,4.34,3079,1891,631,367,99,91,1,0,1,0,3,41,2,0,37,50,9661,4.293241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
223,8.8,49,1000,1,3.49,154,55,33,25,15,26,0,0,0,0,1,2,2,0,22,50,5422,3.988934,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
224,14.3,68,100,1,3.48,121,50,18,19,8,26,0,0,0,0,2,12,3,0,40,50,18079,4.194922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
225,15.4,12,10,1,4,2,1,0,1,0,0,0,0,0,0,1,1,4,0,22,50,514,3.875486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
226,6.6,11,100,0,4,35,21,5,2,2,5,0,0,0,0,8,50,2,0,25,50,3245,3.774114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,17.6,14,100,1,3.44,27,13,2,2,4,6,0,0,0,0,3,50,4,0,35,50,572,3.367133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,22,17,50,0,4.17,12,7,2,2,0,1,0,0,0,0,2,50,6,0,36,50,26,3.923077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,3.3,3,100,1,4.04,47,22,13,6,4,2,0,0,0,0,8,1,1,0,29,50,11401,4.093588,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
230,15.4,67,1000,0,3.81,187,84,40,28,14,21,0,0,0,0,3,50,4,0,40,50,11900,4.150756,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,12.1,10,1000,1,3.8,75,35,12,12,10,6,0,0,0,0,2,20,3,0,31,50,3762,3.797448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,9.9,8,100,0,4.5,8,6,0,2,0,0,0,0,0,0,2,50,3,0,46,50,5988,3.945224,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233,17.6,14,50,0,3.72,18,8,5,0,2,3,0,0,0,0,6,2,5,0,37,2,5508,4.322985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,9.9,8,5000,0,3.08,777,213,133,133,97,201,0,0,0,0,2,50,3,0,24,50,10474,3.908535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,6.6,8,100,1,3.31,13,3,4,3,0,3,0,0,0,0,1,2,2,0,40,50,3515,3.983784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
236,9.9,10,100,1,3.84,51,27,6,8,3,7,0,0,0,0,8,2,3,0,39,50,1078,3.651206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,4.026,4,20000,0,4.48,5882,4130,994,409,148,201,1,0,1,0,8,50,1,0,49,50,100789,4.462302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,7.7,7,10,0,3.36,11,4,1,3,1,2,0,0,0,0,3,1,2,0,38,50,4485,3.810479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
239,8.8,9,10000,1,3.09,775,223,123,137,84,208,0,0,0,0,2,50,2,0,43,50,54504,3.801684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,4.103,17,100,1,4.37,27,17,7,1,0,2,1,0,1,0,8,5,1,0,48,50,343,4.521866,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
241,8.8,7,1000,0,3.09,337,101,46,61,40,89,0,0,0,0,2,50,3,0,37,50,2076,4.097303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
242,8.8,7,5000,0,4.14,2737,1582,524,278,137,216,0,0,0,0,2,50,3,0,36,50,68339,4.298746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,5.423,5,1000,1,3.36,83,28,13,17,11,14,0,0,0,0,2,50,1,0,45,50,10600,3.867547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,13.2,58,1000,0,4.18,239,150,36,20,13,20,0,0,0,0,3,50,3,0,52,50,5042,4.146569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
245,9.9,56,100,1,4.03,30,17,6,2,1,4,0,0,0,0,8,3,3,0,19,50,49,3.714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,6.6,6,5000,0,3.93,549,286,90,78,36,59,0,0,0,0,3,50,2,0,43,50,80093,4.006692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,6.6,31,10000,0,4.09,2789,1442,635,401,137,174,0,0,0,0,2,50,2,0,45,50,11596,4.280442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248,5.148,25,1000,1,3.69,127,53,25,21,12,16,0,0,0,0,6,50,1,0,43,50,45372,4.057811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249,8.8,7,10000,1,3.66,1467,624,262,246,122,213,0,0,0,0,8,50,3,0,41,50,8563,3.897115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
250,6.479,5,5000,0,3.25,392,127,65,69,40,91,0,0,0,0,1,2,2,0,24,50,4295,3.849593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,15.4,26,100,0,3.61,72,31,14,8,6,13,0,0,0,0,1,2,3,0,39,50,7385,4.087339,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
252,6.6,8,1000,1,3.82,523,232,114,72,59,46,0,0,0,0,2,4,2,0,54,50,3218,4.170603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
253,5.203,7,100,1,4.4,86,57,16,6,4,3,1,0,1,0,2,1,1,0,35,50,31138,4.117445,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,5.5,19,100,0,3.71,59,24,15,8,3,9,0,0,0,0,8,15,2,0,11,50,210,3.961905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255,5.5,5,5000,0,3.2,1185,360,190,231,137,267,0,0,0,0,2,10,2,0,48,50,32168,3.884544,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,7.7,13,10000,0,3.12,567,170,89,91,72,145,0,0,0,0,3,50,2,0,42,50,5934,3.849511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,9.9,8,5000,0,3.9,613,311,109,83,43,67,0,0,0,0,1,50,3,0,21,50,4335,4.057209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,7.7,50,1000,0,3.49,49,16,11,10,5,7,0,0,0,0,2,50,2,0,132,50,1290,4.011628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
259,14.3,11,1000,0,4.14,582,313,139,66,28,36,0,0,0,0,2,50,3,0,36,50,6329,4.162901,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260,8.8,18,1000,1,4.15,158,88,34,18,7,11,0,0,0,0,4,50,2,0,43,50,42514,3.740885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,9.9,10,10,1,5,0,442.26,179.6,134.55,63.71,95.74,0,0,0,0,1,50,3,0,43,50,291,3.690722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,1.914,2,100,1,4.25,12,7,3,1,0,1,0,0,0,0,1,50,1,0,41,50,18138,3.831514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,8.8,84,1000,0,3.74,536,231,104,92,46,63,0,0,0,0,4,50,3,0,63,50,30225,4.267891,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,8.8,85,100,0,3.5,2,0,1,1,0,0,0,0,0,0,2,50,3,0,45,50,59234,3.987051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
265,9.9,34,100,1,3.14,28,8,6,3,4,7,0,0,0,0,1,50,3,0,40,50,1472,3.534647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,8.8,7,10000,1,3.32,1061,351,192,184,110,224,0,0,0,0,3,30,3,0,28,50,88193,4.080891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267,12.1,10,1000,1,3.76,168,77,32,26,7,26,0,0,0,0,3,50,3,0,42,50,1452,3.735537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,2.2,2,1000,1,4.13,143,82,28,15,5,13,0,0,0,0,2,50,1,0,42,50,1055,4.036019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269,7.7,68,10,0,1.5,2,0,0,0,1,1,0,0,0,0,2,50,2,0,43,50,397,3.858942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
270,7.7,6,1000,1,4.2,107,66,13,18,3,7,0,0,0,0,1,3,2,0,26,50,247,3.94332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
271,15.4,84,100,0,3.79,103,47,20,16,7,13,0,0,0,0,2,50,3,0,49,50,29265,4.288399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,5.137,4,100,1,2.88,82,18,11,21,7,25,0,0,0,0,1,5,1,0,25,50,7497,4.079365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,8.8,7,100,0,3.38,42,16,6,7,4,9,0,0,0,0,1,50,3,0,14,50,198,3.838384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,7.7,6,10000,0,4.41,3078,2050,550,276,87,115,1,0,1,0,2,2,2,0,17,50,11264,4.101385,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
275,8.8,10,50,0,3.8,5,3,0,1,0,1,0,0,0,0,1,5,2,0,23,50,129,3.790698,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,8.8,22,10000,0,3.7,904,395,177,135,64,133,0,0,0,0,2,50,3,0,43,50,6651,4.084799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,13.2,11,100,0,4.09,11,7,1,1,1,1,0,0,0,0,3,50,3,0,84,50,1770,3.933898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
278,8.8,7,10000,1,4.14,2604,1428,555,340,122,159,0,0,0,0,2,50,2,0,42,50,13399,4.077095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279,6.435,13,1000,1,3.16,602,186,104,97,52,163,0,0,0,0,1,9,2,0,38,50,25631,3.894737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,8.8,72,1000,0,4.01,153,85,22,24,7,15,0,0,0,0,2,50,2,0,41,50,4136,3.912476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,8.8,140,10000,1,4.17,1910,1141,329,212,88,140,0,0,0,0,2,50,3,0,19,50,2050,4.167805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,12.1,14,1000,0,3.93,651,333,114,97,39,68,0,0,0,0,2,19,3,0,83,50,6383,4.279492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,8.8,13,100,0,4.04,57,29,16,2,5,5,0,0,0,0,3,50,2,0,51,50,4516,4.231842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284,7.7,6,1000,1,4.23,207,121,43,24,8,11,0,0,0,0,8,50,2,0,36,50,4425,4.332429,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,14.3,50,1000,0,4.03,855,451,165,120,51,68,0,0,0,0,2,50,3,0,32,50,9136,4.085705,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
